id,spoken_words
15134,"Yeah, I love Sprawl-Mart. They've got everything. Even Christian videos with talking vegetables."
15135,"Mmm, Moses."
15136,How dare you challenge my perceptions of what old people can do?
15137,"Yeah, it's impressive. But I still haven't found the perfect gift for Marge. Only imperfect stuff for me."
15138,"Well, well, if it isn't Fatty and Smell-ma."
15139,"Wow! I never thought I'd say this, but you slags are all right."
15140,"Marge, you're gonna love my present. It is so thoughtful it makes the kids' gifts look like crap."
15141,"Whoa, Marge, get a room!"
15142,"Hmm, dare I pour caramel over the cotton candy?"
15143,This is eighty-five pounds of tooth-melting sugar. Dig in!
15144,"That's it, kids. Suckle Daddy's sugar ball."
15145,That's my old lady.
15146,Ants!
15147,Birds!
15148,Cats!
15149,Flanderses!
15150,"Maybe you're right, Marge. Or maybe you're right, candy ball. No, Marge. Then again... No, Marge. Definitely Marge."
15151,"Goodbye, old friend. I'll think of you whenever I have a stroke or a heart attack."
15152,"Oh my God, I'm gonna be killed by a bear! Well, I guess I don't have to worry anymore about the dangers of smoking."
15153,Smooth.
15154,"Marge, please. I'm too upset to talk about it."
15155,"I did a lot of stuff today. I went to Starbucks, but you didn't see that on tape."
15156,Choke on your candor!
15157,It's a deal!
15158,Hello? Anyone home?
15159,Marge? Maggie?
15160,"""The Bear Went Over The Mountain""?! ""The Berenstain Bears""?! Ahhh, Goldilocks... and the Three Bears!"
15161,"Oh God, they're in our food! Teddy Grahams, Gummi Bears..."
15162,Are you a Care Bear?
15163,Why does a bear need a crowbar?
15164,"No, go ahead."
15165,Can I fight human-style? By slowly poisoning his environment until he loses his fur and becomes sterile?
15166,"You cowardly Swede! You face that bear like a man, or I'll never speak to you again."
15167,But how will I find out what you had for lunch in nineteen twenty-eight?
15168,"Finally, science has joined forces with revenge."
15169,Lookin' good. And I did it all without wasting money on one of those stupid welder's masks.
15170,"Check it out, ladies. The suit that makes me completely invulnerable to bear attack."
15171,"I know. If I get really scared, I don't want to ruin the suit."
15172,"Rub a dub dub, I'm washin' the blub."
15173,What kind of an example would I be if I didn't take revenge on things?
15174,"Lisa, the point of Moby Dick is ""be yourself."""
15175,Fine. But do you know how ridiculous you look right now?
15176,"Marge, you awake? Marge?"
15177,"Gentlemen, sometimes a man must put his marriage at risk for reasons that are confusing even to him."
15178,"No way. If something happens to me, you have to carry on the Simpson name."
15179,"That is so cool. All right, you can come."
15180,I never realized how hot this suit is. I'm sweating out all my blood-lust!
15181,Suh-weet.
15182,Oh my God! Lenny! Carl! Bart?
15183,"I guess this is it. If I'm gonna die, I'm gonna die a man."
15184,Is this thing hurting you?
15185,"Okay, it's probably the tag. But just to be sure..."
15186,"Hey, you're not mean. It was just this tag that made you go ape-scat. We're not so different. Give me a hug."
15187,Jeez! I don't know why bear hugs enjoy such a great reputation.
15188,That's funny.
15189,"Oh no, the hunter has become the hunter!"
15190,He must be following this thing. Well I'm gonna make sure it never harms another living creature.
15191,"Wrong again, liberal media."
15192,"Don't worry, I'll find you someplace safe."
15193,"Okay, you wanna go over there."
15194,Hold on. Something doesn't feel right.
15195,Wait! Stop! I know bullets can be scary sometimes. But I have an idea. First we pull off all of your fur.
15196,"All right, all right I'm still thinking!"
15197,"They're looking for a male bear, right?"
15198,"It's so easy to condemn, so hard to create."
15199,What can I say? I love nature...
15200,Circle of life.
15201,BAH-DAH-DAH DAH-DAH DAH-DAH DAH-DAH DAH-DAH...
15202,TIME TO WHIZ IN A FOAMING BOWL OF CHINA...
15203,A line for the bathroom? What gives?
15204,"Son, can I have cuts?"
15205,Sweet.
15206,Now calm down. I'll just unlock it with this coat hanger.
15207,"Oh God, it's baby blood!"
15208,Bart! You're not hitting hard enough!
15209,The door? Now I'll never get to pee.
15210,"You just lost a box, pal!"
15211,"Yeah, well uh, funny thing about that..."
15212,"On our way to the clinic, I decided to give him a night his wang would never forget."
15213,Wanna play some air hockey?
15214,You're on!
15215,"I can't neuter you, boy. Not after all we've been through."
15216,"But from now on, you better save your lovin' for the couch cushions!"
15217,You broke our deal -- we had an oral contract!
15218,I'm your man!
15219,"Welcome to the Homer Simpson Show. I'm your host, Next Card. Homer Simpson it's great to be here in Next Card. Springfield my guests are...Moe Szyslak, local businessman, Carl Carlson, raconteur, and Lenny Leonard, three-time juror. Gentlemen, what's on your minds?"
15220,Ever notice how seats are too small for normal-looking guys like me? Theaters... airplanes... why even here. Look!
15221,Who has more power? Miss America or Miss U.S.A.?
15222,"Why so formal, Lenny? You're my go-to guy."
15223,Interesting...
15224,"Please welcome new panelist, Barney Gumbel."
15225,"Please welcome my newest panelist, Disco Stu."
15226,My pleasure.
15227,"So did I, son. And look where I am today."
15228,"Boy, everybody loves my show."
15229,"Yes, you're right..."
15230,"Duck, Mr. Lincoln!"
15231,"Well, I took Bart's advice last week, so I guess it's Lisa's turn. Now, if you'll excuse me..."
15232,"You hit him high, I'll hit him low!"
15233,"Y'know, we've had a great time on this show ""riffing"" on small, unimportant subjects."
15234,"Well, that's all over now. From now on, we will focus solely on important issues."
15235,"Every year the gulf between rich and poor nations gets larger. Yet, the IMF insists on unrealistic debt-repayment schedules."
15236,Why should America consume ninety percent of the world's resources? Argentina must devalue her currency to pay her debts!
15237,"You can't leave, I'm your ride home!"
15238,I'll audience you!
15239,"Marge, I thank God every day you settled for me."
15240,"Hey, where's my car?"
15241,Will you make my sundae for me?
15242,I'm hungry. Are they married yet?
15243,Then whose garter is this?
15244,I love the holiday season.
15245,"See you in spring, toes!"
15246,Oh my God! A DVD player.
15247,"Oh Carl, you remembered I like TV!"
15248,"Oh yes, I am... your present is right in the other room."
15249,"Come on machine, take my dollar!"
15250,"Fine, we'll play it your way."
15251,"Here you go, Lenny."
15252,"May the spirit of Retsin be with you all year long. God bless God, amen."
15253,Oh c'mon... Mr. Burns is way more selfish.
15254,That evil old bone bag... smelling of death... nose like a vulture... followed everywhere by that kiss-ass Smithers...
15255,Joe DiMaggio?
15256,I need money for Christmas... can I get anything for this Joe DiMaggio baseball card? It's kinda old.
15257,Thank you! Freak.
15258,"Hey, everybody! We're going shopping at the Springfield Heights Promenade!"
15259,"First we'll buy gifts for each other. Then we'll spend the rest of the cash on a Christmas tree so large, its absence from the forest will cause mudslides and flooding."
15260,"Doing pretty good so far. A key ring for Marge, key ring for Bart..."
15261,That thing for me.
15262,"Oh God, it's so unnecessary!"
15263,I'm upside down so much!
15264,"Oh, if I buy this, I won't have anything left for a Christmas tree..."
15265,That's the birthday I'm always forgetting. I must have it!
15266,"Uh, sure, you know it. The biggest tree from the finest lot in town!"
15267,"It's fine. Everyone just relax, lock your doors, don't make eye contact with anyone and listen to the radio."
15268,Exactly.
15269,"Gorgeous, huh? And quite the bargain."
15270,"Oh, it just needs a little love."
15271,Why do the things I love always burn?
15272,Isn't it sufficient.
15273,Uh... Woo hoo! Maggie's talking!
15274,"There's a trickle-down theory here. If I'm happy, I'm less abusive to the rest of you."
15275,"Oh, this is sadder than ""Tuesdays With Morrie."""
15276,"C'mon Marge, I'm not the only selfish person. You have to get your hair done at ""Supercuts."" I guess regular ""Cuts"" just isn't good enough for you."
15277,That's not true. I cared what you thought once you found out.
15278,Can't you yell at me now and get it over with?
15279,"I don't need her, I've got you, Astrolabe."
15280,Jimmy Stewart as a puppet is just wrong.
15281,"Mr. McGrew! I love that blind, senile old man."
15282,I heard you the first five times.
15283,Oh McGrew. Once again you've mistaken something for something!
15284,Oh my God! It's like looking at a cartoon version of myself.
15285,"C'mon, Death. Leave McGrew alone. Take Tiny Tim."
15286,Unloved by Al? Noooooooo!
15287,Unloved by all! Noooooooo!
15288,"Children, children, what day is this?"
15289,Thank God! There's still four more days 'til Christmas. I have time to reform my ways!
15290,I just saw the greatest cartoon of all time. It was about a miser who was visited by three ghosts at Christmas. And get this: he learns a lesson!
15291,"Marge, TV and nightmares have joined forces to teach me a lesson. From now on, I will stop being selfish and start being good. In fact, I'll be the nicest man in town."
15292,"Yes, but this time I'm sober. Ish."
15293,"No need, Flanders. I've already given them my old clothes."
15294,Good-lookin' group.
15295,You're welcome!
15296,"Look, Lenny. I know I was a pretty bad Secret Santa, so I wanted to make it up to you."
15297,"And I filed down all the sharp corners. See, your eye is completely safe."
15298,"Marge, do you want this last pork chop?"
15299,"All right, now you're startin' to creep me out."
15300,I'm not looking for glory or wealth. I'm just buying that stairway to heaven Jesus sang of.
15301,"Get back to your bong, hippie."
15302,Just like the Pope!
15303,"Being unselfish is a natural high, like hiking or paint thinner."
15304,And here's another act of Christian charity I pulled out of my butt.
15305,I built a skating rink for the whole town!
15306,"Here's your skates. Oh, you'll have to take off those boots."
15307,Ewww.
15308,Pathetic Flanders. Thinking he can buy people's love with thoughtful gifts.
15309,I'll show Flanders. I'm gonna get everyone a car. What's that one good American car?
15310,Uh... is it despair?
15311,Hmm. You've given me a lot to think about.
15312,"I've got it... when everyone's asleep, I'll take away their presents. Then they'll be happy! Thanks, Buddha."
15313,"YOU'RE A HERO, HOMER J. / YOU'RE AS CRAFTY AS A SKUNK / THEY'LL THANK YOU IN THE MORNING FOR STEALING FLANDERS' JUNK / HOMER JAAAAAY! / You're a double-bacon genius-burger... AND JUST A LITTLE DRUNK."
15314,Now to hear the joyous sound of people waking up on Christmas to discover they have no presents.
15315,"They don't sound happy... but here comes a mob, shaking their fists in gratitude."
15316,"Um, shouldn't you all be singing carols or something?"
15317,"Wait a minute, everyone! There's your Christmas up there!"
15318,"Let's just say that on this day, a million years ago, a dude was born who most of us think was magic, but others don't, and that's cool. But we're probably right. Amen."
15319,"And now, I think the only thing left to do is -- return all your gifts! Ned?"
15320,"Look, Maggie! Funny Daddy!"
15321,Too hard.
15322,"Give Daddy the remote, Maggie. Give daddy the..."
15323,"Oh. Wise guy, eh?"
15324,Nyagh-nyagh-nyagh-nyagh-nyagh.
15325,"Whoop, whoop, whoop, whoop, whoop, whoop, whoop! Whoop, whoop, whoop, whoop, whoop, whoop, whoop!"
15326,You can't change the rules in the middle of the game! We never would have had these kids if we'd thought we had to pay for 'em. Promises were made!
15327,Then why did you appear in it?
15328,Maybe she was you and you're not! How many kids do we have?
15329,"Wrong, lady! Oh wait, the baby."
15330,"Honey, this marriage is a partnership. When you fall, I pick you up. And when you can't finish a sandwich, I eat that sandwich."
15331,And I promise this rock is gonna weigh you down for the rest of your life.
15332,"Honey, no one messes with my Mrs. I'll come down on those guys like the garage door on Bart's bike."
15333,"You just leave everything to Homer. And now, I believe you owe me half a sandwich."
15334,"Here comes my commercial. In six, five, four..."
15335,You've probably heard a lot of bad things about Families Come First.
15336,"But newspaper writers are a bunch of jerks. Who really opposes ""Families Come First?"""
15337,"Many childless advocates are like Ben Affleck -- famous, successful people from out of State!"
15338,They live in fancy houses in other places.
15339,"""Families Come First"" is supported by lifelong Springfieldians you know and trust like me, Milhouse's Dad, Bumblebee Man, Surly Duff, and that jerk that goes ""Yeees!"""
15340,"For more information, visit our website, www.al-jazeera.com. We're not affiliated. We're just piggybacking on their message board."
15341,I am Rudy Giuliani. Do as I command you. I am Rudy Giuliani. Do as I command you.
15342,Either way. The important thing is the system works.
15343,Great. Let's dump these kids in an R-rated movie while we go someplace nice.
15344,"Marge, wait."
15345,I am Rudy Giuliani. You must forgive Homer. I am Rudy Giuliani. You must forgive Homer. I am.
15346,What do I care?
15347,"Bart, that creepy kid's here!"
15348,A ten-speed bike?! What did your mother say?
15349,I'm confused! Which is it?
15350,"Yeah, the kitchen lady's right -- no new bike while your old one still works."
15351,That's right. No questions asked.
15352,"There, there. You're both right."
15353,"Son, would you like to ride your new bike out of the store?"
15354,"For true, son."
15355,Here we go. Now it starts with the fees.
15356,I'll assemble it myself.
15357,I can make a bike. I made you.
15358,"Hey, that's gonna win you a lot of bar bets some day."
15359,"Oh man, this is so confusing."
15360,What the Hell is this?
15361,Bike's over there.
15362,Son are you okay? I brought my home-made first aid kit. It's spring-loaded for quick access!
15363,"First of all, thank you. Secondly..."
15364,"There's nothing worse than the look on a boy's face when he says ""Dad I don't think you can build a fully-functional robot."""
15365,"Robot, I command you: do something cool!"
15366,I could quit now... but then my son will never look up to me. Why was I born a Dad?
15367,Why... do... I... suck?
15368,Wait a minute. What is it my Dad always said to me?
15369,That's it!
15370,"Oh, the beer's gone. I'll have to suck it out of the shag."
15371,Like a dog. Or a snowman!
15372,"""...I'd love to be with you, but I just remembered an old army buddy has come to town. Will meet you later. Love, Dad."
15373,Doin' it for the boy...doin' it for the boy... pain is love... to bleed is to care...
15374,"Woo hoo! I mean, beep beep!"
15375,Pretended.
15376,Various bug bites and wounds. Now stop interrupting your brother.
15377,"I like you, son."
15378,"Not so rough, Bart. Daddy can't handle so much love right now."
15379,"Well, I've been busy, son. They really need me over at the nuclear plank."
15380,"I don't think so, son. But on the other hand, I may be closer than you think."
15381,So much metal in my eye.
15382,Oh no! My recurring nightmare is coming true!
15383,"There are many people I'd like to thank for this award. My wife, Anjelica Huston -- this is for you, Angie! We did it!"
15384,"Listen son, there's something I have to tell you about our robot."
15385,Uh...
15386,I just installed a chip that makes it ten per cent more bloodthirsty!
15387,"And if anything happens to me, I want you bullies to take care of my boy."
15388,I wish I had bullies like you growing up.
15389,"You think you've got problems, look what I just pulled out of my arm!"
15390,"That's what we in the business call ""a biggie."""
15391,The business of being a Dad. Can you hand me that magnet?
15392,Can you do my back?
15393,"Bart, I'm sorry -- I could never build a robot this awesome. I'm a fraud."
15394,Affirmative.
15395,You really think so?
15396,And I'm the luckiest--
15397,"Hey, what gives? He's not killing me!"
15398,He knows just how I like my martinis... full of alcohol.
15399,"Bart, all that button ever did was send a mild electric shock up my backside."
15400,Keep me focused.
15401,"Son, did you ever suspect it was me?"
15402,"Yeah, I'm pretty unreliable."
15403,"Let's see... I'll have sixteen gravy scrape 'ems, a bucket of twisty lard, and two super-choker breakfast burritos with macho sauce. And mega-size it, please."
15404,Great. And I'll have a diet coke. Deep fried.
15405,Hmm... need more lap.
15406,I can't see! I'll have to steer by the reflection in my watch!
15407,Why don't I just pull over?
15408,It's stuck! Krusty collectible toy jammed under brake pedal!
15409,Oh no! I hit the grief counselor!
15410,I had a car!
15411,I gotta get a job before Marge finds out I was fired.
15412,That's it! I'll steal this sign and they'll pay me to make them a new one!
15413,We'll clean out those stupid Americans.
15414,"...you probably want to talk this over, so I'll leave you two ""alone."" Excuse me."
15415,They'll be back.
15416,He was my best friend.
15417,"Cool, an ambulance from the '60s! I bet a lotta hippies were denied care in this thing. Injured hippies!"
15418,I'll do it!
15419,Guess what? I quit my job as a used car salesman.
15420,"Get with the program, Marge. Your husband is now an ambulance driver!"
15421,Maybe on planet ZooZoo.
15422,"Kids, kids. Those aren't your toys. They're to keep Daddy asleep and awake."
15423,I'm gonna need them on my first shift tonight.
15424,"Slow down, Picasso! You were gonna start a novel without informing me?"
15425,I also fed some ducklings.
15426,"Fine, fine. I'll take the kids tonight, and you go to your precious hair appointment."
15427,Whatever. But I think you look great already.
15428,"Where to, Mack?"
15429,"Hospital, eh? Wow, everyone's goin' there tonight."
15430,Why don't you admit I know it's around here somewhere?
15431,"Marge, I'm back!"
15432,"Yeah, yeah, yeah. I need some dinner, stat! And the kids need some CPR lessons."
15433,I'll say.
15434,"Oh good, you can use that to take down my dinner order. I'll start with the soup, then a nice mixed grill with a side of wild rice."
15435,Marge! We're out of bath towels.
15436,"Ooh, ice cream truck!"
15437,HERE IN MY CAR / I AM HOSING OFF BLOOD / SOME OF IT'S MINE / BUT MOST OF IT'S NOT / HERE'S MARGE...
15438,"Ooh, typed!"
15439,No problem.
15440,Two hundred and eighty-six pages!
15441,Woo hoo! I'm half-way through!
15442,"All right, ""Chapter One."" Hm, that makes sense. ""There once was a girl from Nantucket..."" Good, good... ""Her name was Temperance Barrows and her heart was heavy with feeling. She..."""
15443,"No! Gotta read Marge's book. Can't get distracted. Hm... ""distracted,"" that's a funny word. Does anyone ever get ""tracted?"" Let me call the suicide hotline and ask them."
15444,Well what?
15445,"Oh, yes."
15446,I did.
15447,No! They were all in their own way totally awesome.
15448,"As I've always said: ""publish or perish""!"
15449,"So, how much bleach did you drink? Not a talker, eh?"
15450,"Apu, do you sell Crazy Straws? I've got a guy with a broken back and I'm tryin' to cheer him up."
15451,What are you talking about?
15452,Why do you keep talking that way?!
15453,"Well, then maybe I will."
15454,That one I got.
15455,"I'll have to read Marge's book. And I swore never to read again after ""To Kill A Mockingbird"" gave me no useful advice on killing mockingbirds. It did teach me not to judge a man based on the color of his skin, but what good does that do me?"
15456,The Harpooned Heart. Book on tape! As read by Mary-Kate and Ashley Olsen.
15457,How can you write such horrible things about me?
15458,I didn't lie. I was writing fiction with my mouth.
15459,Just tell me how much of this is true!
15460,I knew it! And what about the romance between you and Cyrus?
15461,"Well, I'll make sure you never imagine anything again."
15462,Flanders!
15463,Open this door right now!
15464,What are you doing here?
15465,"Flanders, pull over! I'm an ambulance!"
15466,"Flanders, I'm gonna do something I shoulda done a long time ago."
15467,Would you help me be a better husband?
15468,In Marge's book I was so mean and you were so nice. How can I be more like you? Just give me some advice.
15469,Uh-huh.
15470,"Why would I rub her back unless I wanted to get some... oh, to make her feel good."
15471,"That's right. I love you Marge, and I realize now I should show you more often. The end of your book was the wakeup call I needed after falling asleep at the beginning of your book."
15472,"Don't worry about those losers, Marge. I think it's time we went home and collaborated on a little project of our own."
15473,"Marge, I've got it all figured out: Lee Harvey Oswald wanted to steal the Jack Ruby."
15474,"All right, we're back to square one. Put on some coffee."
15475,I was so close.
15476,"All I know is the guy who played Mozart was also in ""Animal House."" Now there's a movie with good music. ANIMAL HOUSE HOUSE HOUSE... / NOBODY EVER WENT TO CLASS... / THEN WE SAW DONALD SUTHERLAND'S ASS... / ANIMAL HOUSE HOUSE HOUSE... /"
15477,"ROLLIN', ROLLIN', ROLLIN' / TOXIC BARREL ROLLIN'"
15478,"To old man Burns, who's paying us to drink because we're embarrassing!"
15479,A lot of that went in my lungs.
15480,"That's great. I'm honored to drink to Apu and, uh... Apulina."
15481,"You know, Marge and I have an anniversary coming up."
15482,These charity address labels that came in the mail.
15483,I don't wanna go home! I'm not done talking to me!
15484,Home sweet home. Now to watch some TV.
15485,Five bucks? I don't need your sharity! I'll dance for my money!
15486,"I am so wasted. Oh my God, oh my God, we're having a simultaneous pass out!"
15487,Loveless loners are so lucky. There's no way I can afford to give Marge a nice anniversary present.
15488,Hm...
15489,"Hey, I know you. We met in a police lineup."
15490,"You don't have to tell me, I was number three. Listen, you have any pointers for a newbie?"
15491,"Coke and Pepsi are the same thing! Wake up, people!"
15492,"Marge, I'm not gonna lie to you..."
15493,All the answers you need are in here. Happy anniversary!
15494,Nope.
15495,Nope.
15496,Nope.
15497,"Close, but no cigar. Just plain diamonds."
15498,"I heard if you age them for ten years, they turn to liquor."
15499,"Yeah, you heard your mother."
15500,MR. BO-JANGLES / MR. BO-JANGLES / WE'RE ALL BO-JANGLES / WHO KILLED BO-JANGLES? / MAYBE IT WAS YOU...
15501,"Thank you. Thank you. Remember, my dog up and died. Thank you."
15502,I want to get a second house. Closer to work.
15503,"But Marge, it was all for you. To buy you all the nice things you deserve. The flowers, the earrings, the Bob Seger boxed set, which really only needed to be one disk, but the box was nice..."
15504,I don't understand.
15505,"Hoo boy, are you in trouble."
15506,"When a woman says nothing's wrong that means everything's wrong. And when a woman says everything's wrong, that means everything's wrong. And when a woman says something's not funny, you'd better not laugh your ass off."
15507,Wait 'til he puts his unsuspecting butt on that toilet seat.
15508,"Where's the ""ee-yow?"""
15509,You didn't sit on the toilet!
15510,"Butt on bowl, little man!"
15511,It doesn't matter!
15512,Ee-yow!
15513,Why you little...!
15514,"Joke's on me, is it...?"
15515,It's old lady Simpson! Run!
15516,Uhh... I'll tell you what's goin' on...
15517,...I'm taking you all out for pancakes!
15518,Yeah!
15519,"Either way, everyone who works in the kitchen speaks Spanish."
15520,"Hey, Apu, what's with the line?"
15521,Pre-nursery school?!
15522,Are you saying my daughter can't cut it? Just because I owe you fourteen thousand dollars? I'll show you!
15523,"C'mon, Maggie. You're getting into that school!"
15524,Which one? Tri-City? Omni-Pay? Insta-Threat? I've beaten 'em all!
15525,"I'm sorry we wasted your time, your Lordship."
15526,"Oh, Maggie will do just fine. She'll have plenty of money, 'cause she'll marry a grocer..."
15527,"...Who steals from the till, would ya let me finish? Geez."
15528,I'm taking you all out for tacos!
15529,Woo-hoo! I got that one right too!
15530,"Go, Seminoles!"
15531,"So our kids keep getting smarter! If we have another one, it could build a time machine, which we could use to go back in time and not have any kids."
15532,"If you can read this you're almost as smart as my baby. I'm slappin' this sucker right over ""Support Our Troops."""
15533,"Your mother's right, honey. Katie Couric didn't just become the world's most famous dwarf, she escaped from the circus and went for it!"
15534,That still sounds like the smart kid.
15535,The school sent this dealy over for Maggie. His name is Phonic Frog.
15536,That's me. Huh-oh-muh-eh-er!
15537,I'll be right back.
15538,"Why do you always take the children and not the fondue sets? Why, Santa, why?"
15539,"Oh, I knew it!"
15540,"Oh no, the giant is waking up!"
15541,Hit the red button!
15542,"I know, we'll use reverse psychology. Maggie, don't press the red button!"
15543,Damn it!
15544,"Marge, I've always loved you. Bart, you were a worthy foe."
15545,"Oh good, she's here in time to see us die!"
15546,"Well, Marge, you can't say I never take you anywhere."
15547,"Well, I think we all learned a lesson today: don't try to be something you're not. Namely, food."
15548,How'd you get in here?
15549,Zing.
15550,"That's my baby, jerk."
15551,The Wild Dingleberries?
15552,I am so there!
15553,"How 'bout ""Diet Coke -- the Movie?""... ""President Air Bud: Tail To The Chief?""... ""My Big Fat Greek Salad?"""
15554,"Ooh, well, I am curious to see if those teens lose their virginity. And the wager only sweetens the deal."
15555,What Would Jesus View?
15556,"Okay kids, forget the movie. We'll just go to the furniture store and sit down."
15557,The Re-deadening? Is that any good?
15558,"Hey Lenny, is your film appropriate for kids?"
15559,"Don't ruin it for me! One adult and four children for ""The Re-deadening."""
15560,"Hey, I paid for this popcorn and I'm eating it."
15561,"Relax, stupid. Everything you see is make believe. Although it is based on a true story. Some of which happened in this very theater."
15562,"Oh honey, don't be scared. Look, they killed the evil doll."
15563,"Well, what do you know? It's unkillable."
15564,"Honey, can daddy rest his soda on your head?"
15565,That's my girl.
15566,But scaring kids is good for them. It hardens them against future terrors -- like roofing and driveway scams.
15567,Sorry. I forgot I bought the soundtrack album.
15568,"Who loves ya, baby?"
15569,Okay. You have the right to remain sexy. Anything you touch can and will be held against you in a court of sex. If you cannot afford a sex-torney--
15570,"I don't see any ghost. I did find this Newsweek from 1986: ""Why America Loves Saddam Hussein."""
15571,"That's it. It's one thing for a ghost to terrorize my children, but quite another for him to play my theremin."
15572,I thought we killed him!
15573,But I did delete him from my bulk email list.
15574,Oh yeah. That monkey got America through some tough times.
15575,No way! He's an annoying sneak who's out to steal my wife.
15576,"Okay kids, you can keep him."
15577,"C'mon, little fella. You're hangin' with me tonight."
15578,"Guys, I'd like you to meet Artie Ziff."
15579,I'll see your fifty cents and raise you one dollar.
15580,And the peanuts in your mouth.
15581,All of them.
15582,Four jacks.
15583,Check it out! I own a multi-national corporation. I always knew some day I'd be a C.O.D.
15584,Investor confidence? Perhaps this affects me -- I own two hundred and thirty million shares of ZiffCorp stock.
15585,I sure am -- with all the inherent legal liability.
15586,Don't tell my kids I'm going to jail! Tell them I've joined the Blue Man Group! I'm the fat one!
15587,Plead the fifth amend-what?
15588,Refuse to answer on the grounds that I what?
15589,"Inseminate myself? Dudes, I think this guy's comin' on to me."
15590,"Your majesty, can I go home now?"
15591,"I miss you guys so much. The smell of Marge's pork chops... the way you kids kiss my ""owies"" when I go boom... This place has become like a prison to me!"
15592,"Aw, it's no use, son. By the time I get out of here you'll be grown. TURN AROUND / TURN AROUND / TURN AROUND AND YOU'RE A YOUNG MAN / AND YOU'RE TOO BIG TO CHOKE."
15593,Can I apply my time toward a future crime?
15594,"Oh my God! Maggie, you're talking!"
15595,"Oh Bart, what a man you've become."
15596,I don't think we've seen the last of Artie Ziff.
15597,"Man, even I think movie popcorn has gotten too big."
15598,"Get your own, mooch."
15599,"Oh, I'm so bored! Maybe I'll clean out my wallet."
15600,"Hey, my car insurance expired. Quite a while ago."
15601,"That's it. From now on I'm not looking forward to anything. Oh my God, tomorrow there's a two-for-one sale on piano benches! I can't wait!"
15602,That was you!?
15603,"Marge, you destroyed my interest in weather!"
15604,And I know just where to find him. 742 Evergreen Terrace.
15605,He's in the house?
15606,And it's a perfect time... I just got fired again.
15607,"Marge, are you sure we should go drinking together? I mean, who am I gonna complain about while I'm drinking?"
15608,"Well yeah, legally. But if we're really best friends, how come we never play hoops?"
15609,"Hm, all right, we'll go on the winery tour. But you'll have to catch me first!"
15610,"Ow, my ankles snapped."
15611,"Ahh, summer in Tuscany."
15612,"Pleasant aroma, rich full body, well-aged... and the wine's not bad either."
15613,I drank this much!
15614,Ooh! Can I have my special cup?
15615,"Oh honey, I love to hear you laugh."
15616,Yes you do.
15617,"Hey, you do a great me, Marge. You gotta show the guys at Moe's."
15618,"Come on, we'll have a blast. Kids, while we're out, the TV's in charge. Go to bed when it says."
15619,"Two glasses of wine, Moe."
15620,"All good points. Sleep tight, my drunken angel."
15621,Yep. Your mother and I have become a legendary party couple. Like Scott and Zelda Munster!
15622,"Sorry, Marge -- I gotta break in my ski boots some time."
15623,No problem. We can still have fun without you drinking.
15624,"You got it. And when I feel weak, I will draw strength from the Bible."
15625,Uh-oh. Here comes the gospel according to puke.
15626,"Don't worry, honey. I don't even know if they serve alcohol at this thing."
15627,"Ahh, the Germans. You just can't stay mad at 'em."
15628,You can just nurse it.
15629,Nurse it! Nurse it!
15630,"Yes, and you've said that several times now."
15631,I'm in no condition to drive. Wait -- I shouldn't listen to myself. I'm drunk.
15632,"Okay, okay. Remember the rules for drinking and driving. Drive slow but not too slow. Drink some cola to keep yourself alert."
15633,What the?
15634,"Nice work, cruise control."
15635,"In a minute, honey."
15636,"Oh my God! If I get one more D.U.I., they'll take away my license. And what will I leave when I rent rollerblades?"
15637,"Aw, this is a new low for me."
15638,"I paid your bail, honey. You're free to go."
15639,"But you do believe it, right?"
15640,That's my girl!
15641,She's not coming anymore.
15642,"Listen, Moe. I did something really terrible to someone I love."
15643,"Well, what I did was..."
15644,Can I have some peanuts?
15645,"I can't talk to my wife for twenty-eight days? Sir, she is not an alcoholic! You can't put me on hold! I'll put you on hold!"
15646,I AM A LINEMAN FOR THE COUNTY Your call is important to us. Please continue to hold. AND I DRIVE THE MAIN ROAD There are... eight... calls ahead of you. AND THE WICHITA LINEMAN IS STILL ON THE LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LI-LINE!
15647,"Lisa, Lisa, your suspicions are important to me and will be answered in the order received. MacARTHUR PARK IS MELTING IN THE DARK / ALL THAT SWEET GREEN ICING ROLLING DOWN / SOMEONE LEFT MY CAKE OUT IN THE LI-LI-LI-LI-LI-LI-LI-LI- LI... LI... LI... LI..."
15648,"Flanders, can you watch my kids while I'm at the rehab clinic?"
15649,My demons and I are closer than ever. Next year we're gonna visit every major league baseball park. I'm just goin' in to bust Marge out.
15650,Feed my pets and tape my shows!
15651,I'm here to deliver a package to Marge Simpson.
15652,Dammit!
15653,Marge!
15654,"I have an awful confession to make: you didn't crash that car, it was me. I put you behind the wheel and I'm so, so, so sorry."
15655,"Marge, I did it out of love. Love of not being arrested. But I realize now that nothing is more important than you."
15656,That woman means the world to me. Would it be all right if I read from my Bible?
15657,"No wonder they call it ""the good book."""
15658,"Aw, shut up, Captain Bringdown."
15659,"Okay, Marge. For you I'll give up rum-based cocktails. Except mojitos and rum and coke."
15660,"All right. For you, I will give up all clear liquors."
15661,"Hey, I only drink that when I'm already drunk."
15662,"Hey, anything's possible. With a little help from my Bible."
15663,"Oh no! It's a real one! Noooooo! Why God, why?"
